Task 0:
    Start: 69539327192 cycles
    End: 69539470551 cycles
    Duration: 143359 cycles
  Chunk 3 (Medium):
    Start: 69539470567 cycles
    End: 69539596645 cycles
    Duration: 126078 cycles
Task 64:
  Chunk 0 (Big):
    Start: 69534199076 cycles
    End: 69534305361 cycles
    Duration: 106285 cycles
  Chunk 1 (GPU):
    Start: 69539327181 cycles
    End: 69539504175 cycles
    Duration: 176994 cycles
  Chunk 2 (Little):
    Start: 69539504194 cycles
    End: 69539648948 cycles
    Duration: 144754 cycles
  Chunk 3 (Medium):
    Start: 69539648956 cycles
    End: 69539776808 cycles
    Duration: 127852 cycles
Task 65:
  Chunk 0 (Big):
    Start: 69534365206 cycles
    End: 69534469740 cycles
    Duration: 104534 cycles
  Chunk 1 (GPU):
    Start: 69539504198 cycles
    End: 69539684691 cycles
    Duration: 180493 cycles
  Chunk 2 (Little):
    Start: 69539684712 cycles
    End: 69539828703 cycles
    Duration: 143991 cycles
  Chunk 3 (Medium):
    Start: 69539828712 cycles
    End: 69539953519 cycles
    Duration: 124807 cycles
Task 66:
  Chunk 0 (Big):
    Start: 69534553123 cycles
    End: 69534656710 cycles
    Duration: 103587 cycles
  Chunk 1 (GPU):
    Start: 69539684692 cycles
    End: 69539864630 cycles
    Duration: 179938 cycles
  Chunk 2 (Little):
    Start: 69539864666 cycles
    End: 69540026971 cycles
    Duration: 162305 cycles
  Chunk 3 (Medium):
    Start: 69540041188 cycles
    End: 69540184407 cycles
    Duration: 143219 cycles
Task 67:
  Chunk 0 (Big):
    Start: 69534741737 cycles
    End: 69534845909 cycles
    Duration: 104172 cycles
  Chunk 1 (GPU):
    Start: 69539864646 cycles
    End: 69540042691 cycles
    Duration: 178045 cycles
  Chunk 2 (Little):
    Start: 69540042843 cycles
    End: 69540195776 cycles
    Duration: 152933 cycles
  Chunk 3 (Medium):
    Start: 69540195789 cycles
    End: 69540325347 cycles
    Duration: 129558 cycles
Task 68:
  Chunk 0 (Big):
    Start: 69534924215 cycles
    End: 69535029416 cycles
    Duration: 105201 cycles
  Chunk 1 (GPU):
    Start: 69540042692 cycles
    End: 69540223275 cycles
    Duration: 180583 cycles
  Chunk 2 (Little):
    Start: 69540223297 cycles
    End: 69540369710 cycles
    Duration: 146413 cycles
  Chunk 3 (Medium):
    Start: 69540369721 cycles
    End: 69540529256 cycles
    Duration: 159535 cycles
Task 69:
  Chunk 0 (Big):
    Start: 69535105889 cycles
    End: 69535214357 cycles
    Duration: 108468 cycles
  Chunk 1 (GPU):
    Start: 69540223285 cycles
    End: 69540406769 cycles
    Duration: 183484 cycles
  Chunk 2 (Little):
    Start: 69540406795 cycles
    End: 69540580482 cycles
    Duration: 173687 cycles
  Chunk 3 (Medium):
    Start: 69540580501 cycles
    End: 69540705872 cycles
    Duration: 125371 cycles
Task 70:
  Chunk 0 (Big):
    Start: 69535303269 cycles
    End: 69535408872 cycles
    Duration: 105603 cycles
  Chunk 1 (GPU):
    Start: 69540406779 cycles
    End: 69540625521 cycles
    Duration: 218742 cycles
  Chunk 2 (Little):
    Start: 69540625650 cycles
    End: 69540772546 cycles
    Duration: 146896 cycles
  Chunk 3 (Medium):
    Start: 69540772560 cycles
    End: 69540895665 cycles
    Duration: 123105 cycles
Task 71:
  Chunk 0 (Big):
    Start: 69535471324 cycles
    End: 69535577253 cycles
    Duration: 105929 cycles
  Chunk 1 (GPU):
    Start: 69540625532 cycles
    End: 69540807355 cycles
    Duration: 181823 cycles
  Chunk 2 (Little):
    Start: 69540807371 cycles
    End: 69540948378 cycles
    Duration: 141007 cycles
  Chunk 3 (Medium):
    Start: 69540948394 cycles
    End: 69541075063 cycles
    Duration: 126669 cycles
Task 72:
  Chunk 0 (Big):
    Start: 69535653865 cycles
    End: 69535758835 cycles
    Duration: 104970 cycles
  Chunk 1 (GPU):
    Start: 69540807365 cycles
    End: 69541111490 cycles
    Duration: 304125 cycles
  Chunk 2 (Little):
    Start: 69541111516 cycles
    End: 69541253166 cycles
    Duration: 141650 cycles
  Chunk 3 (Medium):
    Start: 69541253180 cycles
    End: 69541421356 cycles
    Duration: 168176 cycles
Task 73:
  Chunk 0 (Big):
    Start: 69535832197 cycles
    End: 69535938933 cycles
    Duration: 106736 cycles
  Chunk 1 (GPU):
    Start: 69541111498 cycles
    End: 69541283927 cycles
    Duration: 172429 cycles
  Chunk 2 (Little):
    Start: 69541283936 cycles
    End: 69541444630 cycles
    Duration: 160694 cycles
  Chunk 3 (Medium):
    Start: 69541444645 cycles
    End: 69541569602 cycles
    Duration: 124957 cycles
Task 74:
  Chunk 0 (Big):
    Start: 69536014721 cycles
    End: 69536119068 cycles
    Duration: 104347 cycles
  Chunk 1 (GPU):
    Start: 69541283928 cycles
    End: 69541496323 cycles
    Duration: 212395 cycles
  Chunk 2 (Little):
    Start: 69541496342 cycles
    End: 69541636396 cycles
    Duration: 140054 cycles
  Chunk 3 (Medium):
    Start: 69541636406 cycles
    End: 69541802554 cycles
    Duration: 166148 cycles
Task 75:
  Chunk 0 (Big):
    Start: 69536199137 cycles
    End: 69536303726 cycles
    Duration: 104589 cycles
  Chunk 1 (GPU):
    Start: 69541496323 cycles
    End: 69541668260 cycles
    Duration: 171937 cycles
  Chunk 2 (Little):
    Start: 69541668281 cycles
    End: 69541878744 cycles
    Duration: 210463 cycles
  Chunk 3 (Medium):
    Start: 69541878777 cycles
    End: 69542002305 cycles
    Duration: 123528 cycles
Task 76:
  Chunk 0 (Big):
    Start: 69536376097 cycles
    End: 69536480564 cycles
    Duration: 104467 cycles
  Chunk 1 (GPU):
    Start: 69541668263 cycles
    End: 69541871549 cycles
    Duration: 203286 cycles
  Chunk 2 (Little):
    Start: 69541878770 cycles
    End: 69542021798 cycles
    Duration: 143028 cycles
  Chunk 3 (Medium):
    Start: 69542021818 cycles
    End: 69542195430 cycles
    Duration: 173612 cycles
Task 77:
  Chunk 0 (Big):
    Start: 69536573904 cycles
    End: 69536681337 cycles
    Duration: 107433 cycles
  Chunk 1 (GPU):
    Start: 69541871555 cycles
    End: 69542044178 cycles
    Duration: 172623 cycles
  Chunk 2 (Little):
    Start: 69542044327 cycles
    End: 69542248349 cycles
    Duration: 204022 cycles
  Chunk 3 (Medium):
    Start: 69542248364 cycles
    End: 69542372096 cycles
    Duration: 123732 cycles
Task 78:
  Chunk 0 (Big):
    Start: 69536747548 cycles
    End: 69536859251 cycles
    Duration: 111703 cycles
  Chunk 1 (GPU):
    Start: 69542044179 cycles
    End: 69542238032 cycles
    Duration: 193853 cycles
  Chunk 2 (Little):
    Start: 69542248357 cycles
    End: 69542392445 cycles
    Duration: 144088 cycles
  Chunk 3 (Medium):
    Start: 69542395655 cycles
    End: 69542519177 cycles
    Duration: 123522 cycles
Task 79:
  Chunk 0 (Big):
    Start: 69536920956 cycles
    End: 69537032236 cycles
    Duration: 111280 cycles
  Chunk 1 (GPU):
    Start: 69542238032 cycles
    End: 69542412642 cycles
    Duration: 174610 cycles
  Chunk 2 (Little):
    Start: 69542412656 cycles
    End: 69542617467 cycles
    Duration: 204811 cycles
  Chunk 3 (Medium):
    Start: 69542617486 cycles
    End: 69542744095 cycles
    Duration: 126609 cycles
Task 80:
  Chunk 0 (Big):
    Start: 69537118984 cycles
    End: 69537225964 cycles
    Duration: 106980 cycles
  Chunk 1 (GPU):
    Start: 69542412642 cycles
    End: 69542597574 cycles
    Duration: 184932 cycles
  Chunk 2 (Little):
    Start: 69542617480 cycles
    End: 69542762984 cycles
    Duration: 145504 cycles
  Chunk 3 (Medium):
    Start: 69542763003 cycles
    End: 69542885553 cycles
    Duration: 122550 cycles
Task 81:
  Chunk 0 (Big):
    Start: 69537278895 cycles
    End: 69537384435 cycles
    Duration: 105540 cycles
  Chunk 1 (GPU):
    Start: 69542597576 cycles
    End: 69542788176 cycles
    Duration: 190600 cycles
  Chunk 2 (Little):
    Start: 69542788200 cycles
    End: 69542930256 cycles
    Duration: 142056 cycles
  Chunk 3 (Medium):
    Start: 69542930269 cycles
    End: 69543094367 cycles
    Duration: 164098 cycles
Task 82:
  Chunk 0 (Big):
    Start: 69537461756 cycles
    End: 69537566733 cycles
    Duration: 104977 cycles
  Chunk 1 (GPU):
    Start: 69542788176 cycles
    End: 69542950055 cycles
    Duration: 161879 cycles
  Chunk 2 (Little):
    Start: 69542950065 cycles
    End: 69543098333 cycles
    Duration: 148268 cycles
  Chunk 3 (Medium):
    Start: 69543098350 cycles
    End: 69543221478 cycles
    Duration: 123128 cycles
Task 83:
  Chunk 0 (Big):
    Start: 69537635289 cycles
    End: 69537742404 cycles
    Duration: 107115 cycles
  Chunk 1 (GPU):
    Start: 69542950055 cycles
    End: 69543145311 cycles
    Duration: 195256 cycles
  Chunk 2 (Little):
    Start: 69543145357 cycles
    End: 69543285326 cycles
    Duration: 139969 cycles
  Chunk 3 (Medium):
    Start: 69543285346 cycles
    End: 69543446259 cycles
    Duration: 160913 cycles
Task 84:
  Chunk 0 (Big):
    Start: 69537829116 cycles
    End: 69537934185 cycles
    Duration: 105069 cycles
  Chunk 1 (GPU):
    Start: 69543145328 cycles
    End: 69543305114 cycles
    Duration: 159786 cycles
  Chunk 2 (Little):
    Start: 69543305153 cycles
    End: 69543519221 cycles
    Duration: 214068 cycles
  Chunk 3 (Medium):
    Start: 69543519243 cycles
    End: 69543643340 cycles
    Duration: 124097 cycles
Task 85:
  Chunk 0 (Big):
    Start: 69537992346 cycles
    End: 69538096035 cycles
    Duration: 103689 cycles
  Chunk 1 (GPU):
    Start: 69543305119 cycles
    End: 69543490215 cycles
    Duration: 185096 cycles
  Chunk 2 (Little):
    Start: 69543519238 cycles
    End: 69543660175 cycles
    Duration: 140937 cycles
  Chunk 3 (Medium):
    Start: 69543660182 cycles
    End: 69543826630 cycles
    Duration: 166448 cycles
Task 86:
  Chunk 0 (Big):
    Start: 69538168689 cycles
    End: 69538272935 cycles
    Duration: 104246 cycles
  Chunk 1 (GPU):
    Start: 69543490226 cycles
    End: 69543640747 cycles
    Duration: 150521 cycles
  Chunk 2 (Little):
    Start: 69543660183 cycles
    End: 69543809643 cycles
    Duration: 149460 cycles
  Chunk 3 (Medium):
    Start: 69543826641 cycles
    End: 69543949759 cycles
    Duration: 123118 cycles
Task 87:
  Chunk 0 (Big):
    Start: 69538353252 cycles
    End: 69538463120 cycles
    Duration: 109868 cycles
  Chunk 1 (GPU):
    Start: 69543640754 cycles
    End: 69543809791 cycles
    Duration: 169037 cycles
  Chunk 2 (Little):
    Start: 69543809829 cycles
    End: 69543955726 cycles
    Duration: 145897 cycles
  Chunk 3 (Medium):
    Start: 69543955743 cycles
    End: 69544078383 cycles
    Duration: 122640 cycles
Task 88:
  Chunk 0 (Big):
    Start: 69538528578 cycles
    End: 69538640271 cycles
    Duration: 111693 cycles
  Chunk 1 (GPU):
    Start: 69543809800 cycles
    End: 69543971973 cycles
    Duration: 162173 cycles
  Chunk 2 (Little):
    Start: 69543971988 cycles
    End: 69544116694 cycles
    Duration: 144706 cycles
  Chunk 3 (Medium):
    Start: 69544116711 cycles
    End: 69544284244 cycles
    Duration: 167533 cycles
Task 89:
  Chunk 0 (Big):
    Start: 69538714227 cycles
    End: 69538822950 cycles
    Duration: 108723 cycles
  Chunk 1 (GPU):
    Start: 69543971973 cycles
    End: 69544112798 cycles
    Duration: 140825 cycles
  Chunk 2 (Little):
    Start: 69544116704 cycles
    End: 69544337494 cycles
    Duration: 220790 cycles
  Chunk 3 (Medium):
    Start: 69544337512 cycles
    End: 69544460802 cycles
    Duration: 123290 cycles
Task 90:
  Chunk 0 (Big):
    Start: 69538880090 cycles
    End: 69538989561 cycles
    Duration: 109471 cycles
  Chunk 1 (GPU):
    Start: 69544112803 cycles
    End: 69544287351 cycles
    Duration: 174548 cycles
  Chunk 2 (Little):
    Start: 69544337503 cycles
    End: 69544478361 cycles
    Duration: 140858 cycles
  Chunk 3 (Medium):
    Start: 69544478381 cycles
    End: 69544619232 cycles
    Duration: 140851 cycles
Task 91:
  Chunk 0 (Big):
    Start: 69539080370 cycles
    End: 69539191775 cycles
    Duration: 111405 cycles
  Chunk 1 (GPU):
    Start: 69544287358 cycles
    End: 69544432464 cycles
    Duration: 145106 cycles
  Chunk 2 (Little):
    Start: 69544478373 cycles
    End: 69544621332 cycles
    Duration: 142959 cycles
  Chunk 3 (Medium):
    Start: 69544621348 cycles
    End: 69544744439 cycles
    Duration: 123091 cycles
Task 92:
  Chunk 0 (Big):
    Start: 69539238626 cycles
    End: 69539347203 cycles
    Duration: 108577 cycles
  Chunk 1 (GPU):
    Start: 69544432465 cycles
    End: 69544572421 cycles
    Duration: 139956 cycles
  Chunk 2 (Little):
    Start: 69544621342 cycles
    End: 69544765474 cycles
    Duration: 144132 cycles
  Chunk 3 (Medium):
    Start: 69544765500 cycles
    End: 69544888564 cycles
    Duration: 123064 cycles
Task 93:
  Chunk 0 (Big):
    Start: 69539425731 cycles
    End: 69539534113 cycles
    Duration: 108382 cycles
  Chunk 1 (GPU):
    Start: 69544572423 cycles
    End: 69544727787 cycles
    Duration: 155364 cycles
  Chunk 2 (Little):
    Start: 69544765496 cycles
    End: 69544907969 cycles
    Duration: 142473 cycles
  Chunk 3 (Medium):
    Start: 69544907988 cycles
    End: 69545037901 cycles
    Duration: 129913 cycles
Task 94:
  Chunk 0 (Big):
    Start: 69539596662 cycles
    End: 69539705260 cycles
    Duration: 108598 cycles
  Chunk 1 (GPU):
    Start: 69544727791 cycles
    End: 69544868370 cycles
    Duration: 140579 cycles
  Chunk 2 (Little):
    Start: 69544907984 cycles
    End: 69545049995 cycles
    Duration: 142011 cycles
  Chunk 3 (Medium):
    Start: 69545050007 cycles
    End: 69545173071 cycles
    Duration: 123064 cycles
Task 95:
  Chunk 0 (Big):
    Start: 69539776820 cycles
    End: 69539886686 cycles
    Duration: 109866 cycles
  Chunk 1 (GPU):
    Start: 69544868371 cycles
    End: 69545018344 cycles
    Duration: 149973 cycles
  Chunk 2 (Little):
    Start: 69545050002 cycles
    End: 69545191893 cycles
    Duration: 141891 cycles
  Chunk 3 (Medium):
    Start: 69545191906 cycles
    End: 69545314229 cycles
    Duration: 122323 cycles
Task 96:
  Chunk 0 (Big):
    Start: 69539953530 cycles
    End: 69540074553 cycles
    Duration: 121023 cycles
  Chunk 1 (GPU):
    Start: 69545018350 cycles
    End: 69545159137 cycles
    Duration: 140787 cycles
  Chunk 2 (Little):
    Start: 69545191902 cycles
    End: 69545331126 cycles
    Duration: 139224 cycles
  Chunk 3 (Medium):
    Start: 69545331144 cycles
    End: 69545463801 cycles
    Duration: 132657 cycles
Task 97:
  Chunk 0 (Big):
    Start: 69540184417 cycles
    End: 69540294005 cycles
    Duration: 109588 cycles
  Chunk 1 (GPU):
    Start: 69545159141 cycles
    End: 69545299044 cycles
    Duration: 139903 cycles
  Chunk 2 (Little):
    Start: 69545331145 cycles
    End: 69545471220 cycles
    Duration: 140075 cycles
  Chunk 3 (Medium):
    Start: 69545471230 cycles
    End: 69545595064 cycles
    Duration: 123834 cycles
Task 98:
  Chunk 0 (Big):
    Start: 69540325377 cycles
    End: 69540485081 cycles
    Duration: 159704 cycles
  Chunk 1 (GPU):
    Start: 69545299055 cycles
    End: 69545439917 cycles
    Duration: 140862 cycles
  Chunk 2 (Little):
    Start: 69545471228 cycles
    End: 69545611468 cycles
    Duration: 140240 cycles
  Chunk 3 (Medium):
    Start: 69545611482 cycles
    End: 69545734366 cycles
    Duration: 122884 cycles
Task 99:
  Chunk 0 (Big):
    Start: 69540529269 cycles
    End: 69540637763 cycles
    Duration: 108494 cycles
  Chunk 1 (GPU):
    Start: 69545439918 cycles
    End: 69545581393 cycles
    Duration: 141475 cycles
  Chunk 2 (Little):
    Start: 69545611474 cycles
    End: 69545750523 cycles
    Duration: 139049 cycles
  Chunk 3 (Medium):
    Start: 69545750548 cycles
    End: 69545874146 cycles
    Duration: 123598 cycles
